drug_id,drug_name,drug_common,indication_id,indication,category,weight_type,step_idx,step_name,route,preparation,concentration,concentration_unit,dose_text,weight_min,weight,min,max,dilution_volume,debit,administration,concentration_note,particularity,reference_snippet
53,Atropine,"{""fr"":null}",546,Intubation- Bradycardia,Uncategorized,1,0,,IV push,Administer IV undiluted,0.1,mg/mL,,0,0,0,0.5,0,0,Slow injection may cause paradoxical bradycardia. The minimum dose of 0.1 mg is no longer recommended.,Different concentrations available,Nil,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Disponible: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Disponible: www.micromedex.com  - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Gi"
58,Adenosine,Adenocard®,720,Supraventricular Tachycardia (SVT),Uncategorized,1,0,1st dose,IV over 1-3 seconds,,3,mg/mL,,0,0,0,6,0,0,"Use a good caliber proximal venous access such as the right upper extremity elbow crease. Administration via a distal peripheral route (eg: access on the foot) decreases the chances of success and may require higher doses (eg: 0.3 mg/Kg).  Ideally administer while recording a 12-lead ECG. Defibrillator and resuscitation cart nearby.  Double-syringe or 3-way stopcock administration technique:  Preparation: 1) Withdraw the dose of adenosine, with an additional 0.3 mL, with a 1 or 3 mL syringe 2) Open the valve to inlet 1 (inlet 2 blocked, patient outlet open) 3) Screw the adenosine syringe onto inlet 1 and purge the tap with 0.3 mL of adenosine 4) Adjust the volume of adenosine to the desired dose in the 1 or 3 mL syringe 5) Block entry 1 (adenosine) 6) Screw a 5 mL syringe of NaCl 0.9% onto inlet 2 7) Purge the 3-way stopcock with approximately 2 mL of NaCl 0.9%  Administration: 1) Connect the output of the device to the patient 2) Open the valve to inlet 1 (adenosine) and administer the adenosine in 1-3 seconds 3) Open the valve to inlet 2 (NaCl 0.9%) and rinse QUICKLY with 1-3 mL of NaCl 0.9%",,Consider reducing the dose by 50% if:  - Administrated via central venous access,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giudi"
58,Adenosine,Adenocard®,720,Supraventricular Tachycardia (SVT),Uncategorized,1,1,2nd dose,IV over 1-3 seconds,Administer IV by double-syringe technique,3,mg/mL,,0,0,0,12,0,0,"Use a good caliber proximal venous access such as the right upper extremity elbow crease. Administration via a distal peripheral route (eg: access on the foot) decreases the chances of success and may require higher doses (eg: 0.3 mg/Kg).  Ideally administer while recording a 12-lead ECG. Defibrillator and resuscitation cart nearby.  Double-syringe or 3-way stopcock administration technique:  BEFORE connecting it to the patient (Priming): 1) Withdraw the dose of adenosine, with an additional 0.3 mL, with a 1 or 3 mL syringe 2) Open the valve to inlet 1 (inlet 2 blocked, patient outlet open) 3) Screw the adenosine syringe onto inlet 1 and purge the tap with 0.3 mL of adenosine 4) Adjust the volume of adenosine to the desired dose in the 1 or 3 mL syringe 5) Block entry 1 (adenosine) 6) Screw a 5 mL syringe of NaCl 0.9% onto inlet 2 7) Purge the 3-way stopcock with approximately 2 mL of NaCl 0.9%  Administration of the dose: 1) Connect the output of the device to the patient 2) Open the valve to inlet 1 (adenosine) and administer the adenosine in 1-3 seconds 3) Open the valve to inlet 2 (NaCl 0.9%) and rinse QUICKLY with 3 mL of NaCl 0.9%",,Consider reducing the dose by 50% if:  - Administrated via central venous access,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giudi"
59,Amiodarone,Cordarone®,721,Pulseless VT/VF,Uncategorized,1,0,,IV push,Administer IV undiluted,50,mg/mL,,0,0,0,300,0,0,"According to PALS, repeat dose up to a maximum of 3 doses every 2 rhythm analysis/pulse checks/shocks (q4min).  The 0.22 micron filter can be omitted in cardiac arrest",,Nil,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giudi"
62,Ketamine,Ketalar®,551,Intubation - Induction Agent​,Uncategorized,1,0,,IV over 2 minutes,Administer IV diluted up to 1 mL of NaCl 0.9%,10,mg/mL,,0,0,0,150,0,0,Caution: • Consider dose adjustment according to hemodynamic status • Ketamine may be favored in patients kept with spontaneous breathing (ex.: administration of surfactant by less invasive method) or with hemodynamic instability.  Do NOT use ketamine 50 mg/mL undiluted; unmeasurable volumes for neonatal doses If 10 mg/mL concentration is unavailable: Presentation : Vial of Ketamine 50 mg/mL 1) Withdraw 2 mL (1 vial) of Ketamine 50 mg/mL with a 10 mL syringe 2) Add to 8 mL of NaCl 0.9% to the syringe 3) Final concentration = 100 mg in 10 mL = 10 mg/mL,,Laryngospasm risk < 1%,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Disponible: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Disponible: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giu"
62,Ketamine,Ketalar®,551,Intubation - Induction Agent​,Uncategorized,1,0,,IV over 2 minutes,Administer IV diluted up to 1 mL of NaCl 0.9%,10,mg/mL,,0,0,0,150,0,0,Caution: • Consider dose adjustment according to hemodynamic status • Ketamine may be favored in patients kept with spontaneous breathing (ex.: administration of surfactant by less invasive method) or with hemodynamic instability.  Do NOT use ketamine 50 mg/mL undiluted; unmeasurable volumes for neonatal doses If 10 mg/mL concentration is unavailable: Presentation : Vial of Ketamine 50 mg/mL 1) Withdraw 2 mL (1 vial) of Ketamine 50 mg/mL with a 10 mL syringe 2) Add to 8 mL of NaCl 0.9% to the syringe 3) Final concentration = 100 mg in 10 mL = 10 mg/mL,,Laryngospasm risk < 1%,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Disponible: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Disponible: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giu"
62,Ketamine,Ketalar®,551,Intubation - Induction Agent​,Uncategorized,1,0,,IV over 2 minutes,Administer IV diluted up to 1 mL of NaCl 0.9%,10,mg/mL,,0,0,0,150,0,0,Caution: • Consider dose adjustment according to hemodynamic status • Ketamine may be favored in patients kept with spontaneous breathing (ex.: administration of surfactant by less invasive method) or with hemodynamic instability.  Do NOT use ketamine 50 mg/mL undiluted; unmeasurable volumes for neonatal doses If 10 mg/mL concentration is unavailable: Presentation : Vial of Ketamine 50 mg/mL 1) Withdraw 2 mL (1 vial) of Ketamine 50 mg/mL with a 10 mL syringe 2) Add to 8 mL of NaCl 0.9% to the syringe 3) Final concentration = 100 mg in 10 mL = 10 mg/mL,,Laryngospasm risk < 1%,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Disponible: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Disponible: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giu"
63,Rocuronium,Zemuron®,552,Intubation- Neuromuscular Blocker,Uncategorized,1,0,,IV push,Administer IV undiluted,10,mg/mL,,0,0,0,150,0,0,"Rocuronium can also be used as an alternative neuromuscular blocking agent.  For emergency reversal of rocuronium, use Sugammadex 16 mg/Kg.",,Keep refrigerated. Stable at room temperature for 6 months.  With dose of 1-1.2 mg/Kg: Onset of action: 45-60 seconds Duration of action: 30-45 minutes,"- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2016.           - Giudi"
65,Dopamine,Intropin®,539,Shock,Uncategorized,1,0,,,,800,mcg/mL,,0,0,0,2000,0,0,Caution: Use the lowest concentration if a peripheral venous access is used.  Preferred concentration: • Under 1 Kg = 800 mcg/mL • 1 and 3 Kg = 1600 mcg/mL • Over 3 Kg or in fluid restriction = 3200 mcg/mL.   Suggested titration: 1) Start infusion at 5 mcg/kg/min. 2) Titrate by increments of 2.5-5 mcg/kg/min q5min until target BP is reached or a maximum dose of 20 mcg/Kg/min. (Expert Opinion)  Additional information: Rinse the tubing with the infusion before administration.,Premixed commercial bag,"Y-site compatible with D5W, NaCl, LR.  Starting dose 5 mcg/Kg/min (""renal"" dose of 2-3 mcg/Kg/min not effective according to the literature).  Although the preferred route of administration of vasopressors is via central venous access, multiple studies demonstrate that administration via a good quality peripheral access is safe if used for a short period of time and with frequent verifications of the access site.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
65,Dopamine,Intropin®,539,Shock,Uncategorized,1,0,,,,800,mcg/mL,,0,0,0,2000,0,0,Caution: Use the lowest concentration if a peripheral venous access is used.  Preferred concentration: • Under 1 Kg = 800 mcg/mL • 1 and 3 Kg = 1600 mcg/mL • Over 3 Kg or in fluid restriction = 3200 mcg/mL.   Suggested titration: 1) Start infusion at 5 mcg/kg/min. 2) Titrate by increments of 2.5-5 mcg/kg/min q5min until target BP is reached or a maximum dose of 20 mcg/Kg/min. (Expert Opinion)  Additional information: Rinse the tubing with the infusion before administration.,Premixed commercial bag,"Y-site compatible with D5W, NaCl, LR.  Starting dose 5 mcg/Kg/min (""renal"" dose of 2-3 mcg/Kg/min not effective according to the literature).  Although the preferred route of administration of vasopressors is via central venous access, multiple studies demonstrate that administration via a good quality peripheral access is safe if used for a short period of time and with frequent verifications of the access site.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
88,Alprostadil (Prostaglandin E1),Prostin®,2919,Duct dependent congenital heart disease,Uncategorized,1,0,Infusion (Pump),,,0.5,mg/mL,,0,0.25;0.5,0,10,50,0,"Caution: • Opinion of Pediatric Cardiology or Neonatology recommended • Preferred concentration :• Under 3 Kg = 5 mcg/mL  • Over 3 Kg = 10 mcg/mL  Suggested titration: 1) Start the infusion at 0.03-0.05 mcg/Kg/min. 2) Titrate by increments of 0.03-0.05 mcg/Kg/min according to the O2 saturation and/or arterial pressure objectives discussed with the experts, according to the suspected cardiopathy, to open or maintain the ductus arteriosus. 3) Once the ductus arteriosus is open and the patient is hemodynamically stabilized, titrate to obtain the minimum effective dose and minimize side effects. (e.g.: Decrease to 0.05 mcg/Kg/min then 0.02 mcg/Kg/min q6h ad 0.01 mcg/Kg/min according to echocardiography) (Expert opinion)  Additional information: • Do NOT remove volume during preparation. • Rinse the tubing with the infusion before administration. • Alprostadil can also be diluted in NaCl 0.9% or D10W. • If patient with reduced dextrose intake, very at risk of hypoglycemia or with a history of hypoglycemia, dilute in D10W rather than D5W.",,"Y-site compatible with D5W, NaCl, LR.  Keep refrigerated.  Monitor for hypotension, apnea and fever.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
88,Alprostadil (Prostaglandin E1),Prostin®,2919,Duct dependent congenital heart disease,Uncategorized,1,0,Infusion (Pump),,,0.5,mg/mL,,0,0.25;0.5,0,10,50,0,"Caution: • Opinion of Pediatric Cardiology or Neonatology recommended • Preferred concentration :• Under 3 Kg = 5 mcg/mL  • Over 3 Kg = 10 mcg/mL  Suggested titration: 1) Start the infusion at 0.03-0.05 mcg/Kg/min. 2) Titrate by increments of 0.03-0.05 mcg/Kg/min according to the O2 saturation and/or arterial pressure objectives discussed with the experts, according to the suspected cardiopathy, to open or maintain the ductus arteriosus. 3) Once the ductus arteriosus is open and the patient is hemodynamically stabilized, titrate to obtain the minimum effective dose and minimize side effects. (e.g.: Decrease to 0.05 mcg/Kg/min then 0.02 mcg/Kg/min q6h ad 0.01 mcg/Kg/min according to echocardiography) (Expert opinion)  Additional information: • Do NOT remove volume during preparation. • Rinse the tubing with the infusion before administration. • Alprostadil can also be diluted in NaCl 0.9% or D10W. • If patient with reduced dextrose intake, very at risk of hypoglycemia or with a history of hypoglycemia, dilute in D10W rather than D5W.",,"Y-site compatible with D5W, NaCl, LR.  Keep refrigerated.  Monitor for hypotension, apnea and fever.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
88,Alprostadil (Prostaglandin E1),Prostin®,2919,Duct dependent congenital heart disease,Uncategorized,1,1,Infusion (Syringe pump),,,0.5,mg/mL,,0,5;10,0,10,50,0,"Caution: • Opinion of Pediatric Cardiology or Neonatology recommended • Preferred concentration :• Under 3 Kg = 5 mcg/mL  • Over 3 Kg = 10 mcg/mL  Suggested titration: 1) Start the infusion at 0.03-0.05 mcg/Kg/min. 2) Titrate by increments of 0.03-0.05 mcg/Kg/min according to the O2 saturation and/or arterial pressure objectives discussed with the experts, according to the suspected cardiopathy, to open or maintain the ductus arteriosus. 3) Once the ductus arteriosus is open and the patient is hemodynamically stabilized, titrate to obtain the minimum effective dose and minimize side effects. (e.g.: Decrease to 0.05 mcg/Kg/min then 0.02 mcg/Kg/min q6h ad 0.01 mcg/Kg/min according to echocardiography) (Expert opinion)  Additional information: • Rinse the tubing with the infusion before administration. • Alprostadil can also be diluted in NaCl 0.9% or D10W. • If patient with reduced dextrose intake, very at risk of hypoglycemia or with a history of hypoglycemia, dilute in D10W rather than D5W.",,"Y-site compatible with D5W, NaCl, LR.  Keep refrigerated.  Monitor for hypotension, apnea and fever.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
88,Alprostadil (Prostaglandin E1),Prostin®,2919,Duct dependent congenital heart disease,Uncategorized,1,1,Infusion (Syringe pump),,,0.5,mg/mL,,0,5;10,0,10,50,0,"Caution: • Opinion of Pediatric Cardiology or Neonatology recommended • Preferred concentration :• Under 3 Kg = 5 mcg/mL  • Over 3 Kg = 10 mcg/mL  Suggested titration: 1) Start the infusion at 0.03-0.05 mcg/Kg/min. 2) Titrate by increments of 0.03-0.05 mcg/Kg/min according to the O2 saturation and/or arterial pressure objectives discussed with the experts, according to the suspected cardiopathy, to open or maintain the ductus arteriosus. 3) Once the ductus arteriosus is open and the patient is hemodynamically stabilized, titrate to obtain the minimum effective dose and minimize side effects. (e.g.: Decrease to 0.05 mcg/Kg/min then 0.02 mcg/Kg/min q6h ad 0.01 mcg/Kg/min according to echocardiography) (Expert opinion)  Additional information: • Rinse the tubing with the infusion before administration. • Alprostadil can also be diluted in NaCl 0.9% or D10W. • If patient with reduced dextrose intake, very at risk of hypoglycemia or with a history of hypoglycemia, dilute in D10W rather than D5W.",,"Y-site compatible with D5W, NaCl, LR.  Keep refrigerated.  Monitor for hypotension, apnea and fever.","- UpToDate [Internet]. Waltham, MA.: Lexicomp Inc.; Available: www.uptodate.com. - Micromedex Healthcare Series [Internet]. Greenwood Village, Colo: Thomson Micromedex; Available: www.micromedex.com - Taketomo CK: Pediatric & Neonatal Dosage Handbook, 23 edn: Lexi-Comp, Inc.; 2017. - Giudice M, Grég"
